Timestamp,"Research Participation Consent
I have read the information provided above and voluntarily agree to participate in this research study. I understand that my responses will be anonymous and used only for academic and research purposes.",How old are you? ,What is your gender? ,  Which university are you currently studying in?  ,   What program are you currently enrolled in?  ,  Which year are you currently studying in?  ,  Current GPA/CGPA  ,"On average, how many hours do you study per day (outside class)?",What is your approximate class attendance?,"How often do you feel overwhelmed by assignments, projects, and deadlines? ","How many major exams, tests, or assessments have you completed during the current semester or year? ",How many hours of sleep do you get per night? ,"On average, how much time do you spend on social media each day?",How often do you engage in physical activity or exercise?,  Part-time Job  ,"On average, what is your total daily screen time (including study and entertainment)?",How often do financial concerns related to your education cause you stress?,"When you feel stressed, how often do you have someone you trust to talk to? ","During the last month, how often have you felt nervous or stressed because of your studies?","During the last month, how often have you felt that your academic responsibilities were becoming difficult to manage?  ","During the last month, how often have you worried about your academic performance or grades?  ","During the last month, how often have you felt confident in your ability to handle academic challenges?  ","During the last month, how often have you felt that things were going well in your academic life?  ","During the last month, how often have you felt overwhelmed by the amount of work you needed to complete?","During the last month, how often have you been able to stay calm when facing academic pressure?  ","During the last month, how often have you felt in control of your studies and responsibilities?  ","During the last month, how often have you felt frustrated because of situations beyond your control?  ","During the last month, how often have you felt that your academic problems were piling up faster than you could handle them?  ","Overall, how satisfied are you with your academic life at the moment?","In your opinion, what is the biggest source of academic stress in your life, and why? ",Have you ever thought about taking a break from your studies because of academic pressure?  ,How often do concerns about your future career or employment cause you stress?,How satisfied are you with your current academic performance?,Data_Source
7/31/2026 6:42:16,"Yes, I agree to participate.",20-22,Male,Purbanchal University,Agriculture,2nd Year,2.0–2.49,1–2,60–70%,4,1-2,5–6,3–4 hours,1–2 days/week,No,3–5 hours,2,2,3,3,2,3,3,3,3,2,4,5,3,Deadlines,Sometimes,3,3,Synthetic
7/31/2026 6:48:25,"Yes, I agree to participate.",23-25,Female,Kathmandu University,MBBS,2nd Year,2.5–2.99,3–4,81–90%,3,3-4,Less than 5,1–2 hours,3–4 days/week,No,3–5 hours,3,2,3,3,3,3,2,2,3,5,2,2,5,"Tuition fees and hostel expenses, result delays and session delays in university",Sometimes,3,2,Synthetic
7/31/2026 7:57:52,"Yes, I agree to participate.",23-25,Male,Other,BSc Nursing,2nd Year,3.5–4.0,3–4,81–90%,4,3-4,More than 8,1–2 hours,3–4 days/week,No,6–8 hours,3,3,3,3,3,3,2,4,3,3,3,3,3,Multiple assignments ,Rarely,3,3,Synthetic
7/31/2026 8:52:27,"Yes, I agree to participate.",17-19,Male,Tribhuvan University,BSc CSIT,1st Year,3.5–4.0,1–2,81–90%,3,5-6,7–8,Less than 1 hour,3–4 days/week,Yes,3–5 hours,2,5,1,2,1,5,5,1,5,4,1,1,5,Board exams,Rarely,1,4,Synthetic
7/31/2026 10:05:43,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,BE/B.Tech,1st Year,Not Available Yet,5–6,71–80%,5,5-6,5–6,1–2 hours,3–4 days/week,No,6–8 hours,4,2,4,4,4,2,3,5,3,4,5,5,3,Exam routine keeps changing and results come very late,Sometimes,3,3,Synthetic
7/31/2026 11:47:20,"Yes, I agree to participate.",23-25,Female,Agriculture and Forestry University,Agriculture,4th Year,3.0–3.49,Less than 1,81–90%,2,3-4,7–8,5–6 hours,1–2 days/week,Yes,6–8 hours,2,4,2,2,1,3,4,2,4,4,2,1,3,Final year project and internship,Rarely,3,4,Synthetic
7/31/2026 15:06:43,"Yes, I agree to participate.",Above 25,Female,Tribhuvan University,BE/B.Tech,3rd Year,3.5–4.0,Less than 1,71–80%,1,5-6,More than 8,1–2 hours,1–2 days/week,Yes,Less than 3 hours,1,4,2,2,1,5,4,2,5,4,1,2,5,Time management,Rarely,2,5,Synthetic
7/31/2026 19:18:16,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BSc CSIT,2nd Year,3.5–4.0,1–2,71–80%,2,1-2,5–6,Less than 1 hour,5–6 days/week,No,3–5 hours,3,4,1,2,1,4,4,2,5,5,2,2,3,Money,Never,3,5,Synthetic
7/31/2026 20:54:00,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BBS,3rd Year,2.0–2.49,Less than 1,71–80%,3,3-4,5–6,5–6 hours,1–2 days/week,No,More than 8 hours,3,5,3,3,2,3,2,2,4,4,3,4,3,Paying semester fees while living in Kathmandu is hard,Rarely,2,2,Synthetic
7/31/2026 22:32:58,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,MBBS,3rd Year,3.0–3.49,Less than 1,71–80%,4,1-2,7–8,5–6 hours,Never,Yes,3–5 hours,4,3,5,5,4,1,2,4,1,1,5,4,3,Future career concerns because I am unsure about job opportunities,Very Often,5,3,Synthetic
8/1/2026 0:41:44,"Yes, I agree to participate.",20-22,Male,Agriculture and Forestry University,Agriculture,2nd Year,3.0–3.49,3–4,71–80%,4,1-2,5–6,3–4 hours,3–4 days/week,Yes,More than 8 hours,4,2,4,3,4,2,2,2,1,3,3,2,3,Paying semester fees while living in Kathmandu is hard,Rarely,4,3,Synthetic
8/1/2026 0:55:51,"Yes, I agree to participate.",Above 25,Prefer not to say,Pokhara University,BSc Nursing,4th Year,2.0–2.49,Less than 1,81–90%,4,More than 6,5–6,1–2 hours,1–2 days/week,No,3–5 hours,4,3,3,4,5,2,2,4,1,2,5,5,1,Frequent internal exams and practicals,Very Often,5,1,Synthetic
8/1/2026 1:33:20,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BHM,2nd Year,3.5–4.0,1–2,Above 90%,2,3-4,7–8,Less than 1 hour,Daily,Yes,3–5 hours,3,4,2,1,1,5,5,1,5,5,1,1,3,Deadlines,Never,1,5,Synthetic
8/1/2026 4:42:46,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,BIM,3rd Year,3.5–4.0,3–4,81–90%,3,1-2,7–8,3–4 hours,3–4 days/week,Yes,6–8 hours,3,4,4,2,3,3,3,2,4,4,3,3,3,Office hours clash with college time,Rarely,4,5,Synthetic
8/1/2026 4:49:15,"Yes, I agree to participate.",Above 25,Male,Kathmandu University,Law(LLB),4th Year,3.0–3.49,Less than 1,Below 60%,2,1-2,Less than 5,3–4 hours,3–4 days/week,Yes,6–8 hours,3,2,4,4,3,3,3,4,2,4,4,3,2,Not able to focus because of phone,Rarely,5,3,Synthetic
8/1/2026 5:42:04,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,BSc CSIT,1st Year,3.5–4.0,3–4,71–80%,2,5-6,7–8,3–4 hours,1–2 days/week,Yes,More than 8 hours,3,5,1,1,1,5,4,2,3,5,1,2,4,Unsure ,Never,4,4,Synthetic
8/1/2026 7:19:36,"Yes, I agree to participate.",23-25,Male,Rajarshi Janak University,BBS,4th Year,3.5–4.0,1–2,81–90%,1,More than 6,5–6,5–6 hours,3–4 days/week,Yes,More than 8 hours,2,4,2,3,3,3,3,3,4,3,2,1,3,Deadlines,Sometimes,3,5,Synthetic
8/1/2026 7:55:54,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BCA,4th Year,3.0–3.49,Less than 1,60–70%,2,5-6,5–6,5–6 hours,Never,Yes,6–8 hours,3,4,2,2,2,4,3,1,5,5,3,1,4,"Career, jobs are very limited in Nepal",Never,4,3,Synthetic
8/1/2026 9:07:35,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BHM,3rd Year,2.0–2.49,Less than 1,60–70%,4,1-2,Less than 5,5–6 hours,Never,Yes,6–8 hours,5,4,4,5,4,2,2,5,1,1,5,5,2,Financial pressure because my family struggles to pay tuition,Often,3,1,Synthetic
8/1/2026 9:24:59,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,BCA,2nd Year,2.0–2.49,Less than 1,Below 60%,4,5-6,7–8,1–2 hours,1–2 days/week,Yes,6–8 hours,5,2,5,5,4,2,1,5,1,2,5,5,2,Project submission deadlines clashing with exams,Often,5,1,Synthetic
8/1/2026 10:54:15,"Yes, I agree to participate.",23-25,Female,Purbanchal University,BSc Nursing,4th Year,2.0–2.49,1–2,71–80%,4,3-4,5–6,3–4 hours,3–4 days/week,No,6–8 hours,2,1,3,3,4,1,2,4,4,3,4,4,3,Future career,Rarely,5,3,Synthetic
8/1/2026 12:44:19,"Yes, I agree to participate.",23-25,Prefer not to say,Kathmandu University,MBBS,3rd Year,Not Available Yet,More than 6 hours,81–90%,2,5-6,5–6,3–4 hours,3–4 days/week,Yes,6–8 hours,5,3,2,2,1,4,4,1,4,4,1,1,3,"Balancing part-time job and classes, I don't get enough time to study",Rarely,3,2,Synthetic
8/1/2026 16:35:44,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BBS,2nd Year,3.0–3.49,5–6,71–80%,2,More than 6,More than 8,5–6 hours,1–2 days/week,No,More than 8 hours,1,4,2,1,2,5,3,2,4,4,2,3,4,"TU exam pattern, everything depends on final exam",Rarely,2,4,Synthetic
8/1/2026 22:17:21,"Yes, I agree to participate.",23-25,Prefer not to say,Other,MBBS,4th Year,3.0–3.49,3–4,81–90%,2,3-4,7–8,Less than 1 hour,Daily,No,Less than 3 hours,1,5,1,2,1,4,5,2,5,5,1,2,3,Semester project with weak team members,Never,3,4,Synthetic
8/2/2026 0:22:27,"Yes, I agree to participate.",23-25,Female,Pokhara University,BHM,4th Year,2.5–2.99,1–2,60–70%,4,3-4,7–8,1–2 hours,1–2 days/week,No,3–5 hours,4,3,2,3,3,3,3,3,4,4,3,2,3,"Procrastination, future",Sometimes,4,3,Synthetic
8/2/2026 1:53:44,"Yes, I agree to participate.",23-25,Female,Pokhara University,BHM,3rd Year,2.5–2.99,Less than 1,71–80%,2,1-2,5–6,3–4 hours,Never,Yes,6–8 hours,1,3,2,3,3,3,4,1,4,4,1,2,4,Future career,Sometimes,4,4,Synthetic
8/2/2026 3:17:29,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BSc Nursing,3rd Year,3.5–4.0,Less than 1,81–90%,2,More than 6,7–8,1–2 hours,3–4 days/week,No,6–8 hours,2,4,1,3,2,3,4,3,3,4,2,2,5,Ok,Sometimes,2,5,Synthetic
8/2/2026 5:26:44,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,BSc Nursing,2nd Year,3.5–4.0,3–4,81–90%,3,3-4,5–6,1–2 hours,Daily,No,Less than 3 hours,3,4,2,2,2,5,3,2,4,5,1,2,4,Pressure to go abroad after graduation,Rarely,3,5,Synthetic
8/2/2026 6:10:50,"Yes, I agree to participate.",23-25,Female,Pokhara University,BHM,4th Year,3.5–4.0,5–6,71–80%,4,1-2,5–6,3–4 hours,5–6 days/week,Yes,6–8 hours,4,1,5,4,5,1,2,4,3,2,4,4,2,Working part time and studying at the same time,Rarely,2,3,Synthetic
8/2/2026 9:40:01,"Yes, I agree to participate.",23-25,Female,Madhyapaschim University,BCA,4th Year,2.5–2.99,1–2,81–90%,4,5-6,5–6,Less than 1 hour,Never,Yes,3–5 hours,5,2,5,5,4,2,3,4,4,1,4,3,2,Ok,Often,4,2,Synthetic
8/2/2026 10:25:21,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BDS,2nd Year,Not Available Yet,3–4,71–80%,3,3-4,5–6,1–2 hours,1–2 days/week,No,More than 8 hours,3,4,4,3,3,4,3,3,3,1,3,3,4,Board exams,Sometimes,2,2,Synthetic
8/2/2026 11:22:42,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BSc CSIT,1st Year,3.0–3.49,Less than 1,81–90%,2,1-2,More than 8,5–6 hours,3–4 days/week,No,More than 8 hours,3,4,1,2,2,3,4,4,4,5,1,1,4,Job market is competitive and many seniors are still unemployed,Rarely,1,4,Synthetic
8/2/2026 11:37:15,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BDS,4th Year,3.0–3.49,5–6,60–70%,5,5-6,Less than 5,3–4 hours,1–2 days/week,Yes,6–8 hours,3,2,4,4,4,3,2,5,1,2,5,4,2,Deadlines,Sometimes,3,5,Synthetic
8/2/2026 13:35:04,"Yes, I agree to participate.",23-25,Male,Purbanchal University,BCA,4th Year,2.0–2.49,1–2,81–90%,1,5-6,5–6,Less than 1 hour,3–4 days/week,Yes,Less than 3 hours,3,5,2,2,2,5,5,1,4,3,1,2,2,Working part time and studying at the same time,Rarely,2,3,Synthetic
8/2/2026 14:16:48,"Yes, I agree to participate.",20-22,Male,Sudurpaschim University,BSc CSIT,3rd Year,2.5–2.99,Less than 1,71–80%,3,3-4,5–6,1–2 hours,Never,Yes,6–8 hours,3,4,2,2,2,4,4,3,4,5,2,1,4,Pressure to go abroad after graduation,Rarely,2,4,Synthetic
8/2/2026 16:15:02,"Yes, I agree to participate.",23-25,Female,Other,BDS,3rd Year,3.5–4.0,1–2,Above 90%,2,More than 6,7–8,3–4 hours,3–4 days/week,No,More than 8 hours,3,3,3,2,2,2,3,3,4,3,3,3,4,Future ,Never,3,3,Synthetic
8/2/2026 16:53:57,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BSc CSIT,2nd Year,3.0–3.49,Less than 1,71–80%,3,1-2,More than 8,Less than 1 hour,3–4 days/week,No,3–5 hours,1,5,3,3,2,4,4,3,2,4,2,2,3,Maybe,Never,3,4,Synthetic
8/2/2026 21:18:57,"Yes, I agree to participate.",20-22,Female,Pokhara University,BE/B.Tech,4th Year,2.5–2.99,1–2,71–80%,3,3-4,5–6,3–4 hours,3–4 days/week,Yes,6–8 hours,2,2,2,4,2,3,2,2,2,4,2,3,5,"Exams, because the whole year's result depends on the final board exam",Rarely,2,3,Synthetic
8/2/2026 23:15:38,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BE/B.Tech,4th Year,3.5–4.0,3–4,81–90%,4,More than 6,Less than 5,5–6 hours,3–4 days/week,Yes,More than 8 hours,4,3,2,3,2,3,3,4,3,3,3,3,3,Unfair grading in internal marks,Sometimes,5,5,Synthetic
8/3/2026 3:20:09,"Yes, I agree to participate.",17-19,Male,Tribhuvan University,BCA,1st Year,3.5–4.0,5–6,71–80%,4,5-6,5–6,3–4 hours,Never,Yes,More than 8 hours,5,3,4,3,3,1,2,4,2,2,5,4,2,Unsure about future after graduation,Often,4,3,Synthetic
8/3/2026 3:51:47,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,Agriculture,1st Year,Not Available Yet,Less than 1,81–90%,3,1-2,More than 8,3–4 hours,1–2 days/week,Yes,6–8 hours,2,3,4,2,4,3,5,2,4,4,3,3,3,Multiple assignments ,Often,3,2,Synthetic
8/3/2026 4:40:42,"Yes, I agree to participate.",20-22,Male,Pokhara University,BHM,4th Year,Below 2.0,1–2,60–70%,1,1-2,7–8,3–4 hours,Never,Yes,3–5 hours,1,3,3,4,3,3,2,4,2,1,3,5,2,Financial ,Very Often,2,2,Synthetic
8/3/2026 5:48:55,"Yes, I agree to participate.",20-22,Male,Rajarshi Janak University,Agriculture,1st Year,3.0–3.49,1–2,81–90%,2,3-4,7–8,3–4 hours,Never,No,6–8 hours,2,4,2,2,1,5,3,2,4,5,1,2,5,Assignments because multiple deadlines occur at the same time,Rarely,4,4,Synthetic
8/3/2026 8:02:47,"Yes, I agree to participate.",23-25,Male,Agriculture and Forestry University,Agriculture,4th Year,2.5–2.99,3–4,Below 60%,5,5-6,5–6,5–6 hours,Never,Yes,More than 8 hours,4,2,4,5,5,2,2,4,1,2,3,4,3,Pressure to go abroad after graduation,Very Often,5,3,Synthetic
8/3/2026 10:17:44,"Yes, I agree to participate.",Above 25,Male,Tribhuvan University,BSc CSIT,4th Year,2.5–2.99,Less than 1,81–90%,1,1-2,7–8,1–2 hours,Daily,Yes,6–8 hours,1,4,1,1,2,5,5,1,3,4,2,2,4,Job ,Never,2,4,Synthetic
8/3/2026 10:36:00,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,Agriculture,4th Year,3.5–4.0,3–4,60–70%,3,5-6,5–6,1–2 hours,Never,Yes,6–8 hours,3,3,3,3,2,4,4,3,4,1,2,2,2,"Project submission deadlines clashing with exams, outdated syllabus and theory heavy teaching",Often,3,5,Synthetic
8/3/2026 10:41:03,"Yes, I agree to participate.",Above 25,Female,Kathmandu University,MBBS,3rd Year,3.0–3.49,3–4,71–80%,2,1-2,5–6,5–6 hours,3–4 days/week,No,6–8 hours,2,5,3,3,3,3,4,3,3,3,1,2,3,Pressure to go abroad after graduation,Sometimes,3,4,Synthetic
8/3/2026 11:01:37,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BSc CSIT,3rd Year,2.5–2.99,Less than 1,Below 60%,2,5-6,5–6,1–2 hours,5–6 days/week,Yes,3–5 hours,4,5,2,1,1,5,4,3,5,4,1,2,5,Unfair grading in internal marks,Never,2,3,Synthetic
8/3/2026 12:45:54,"Yes, I agree to participate.",Above 25,Male,Kathmandu University,BDS,4th Year,3.0–3.49,5–6,71–80%,3,More than 6,7–8,3–4 hours,1–2 days/week,No,More than 8 hours,2,4,3,3,2,2,3,5,3,3,3,4,5,Board exams,Very Often,4,4,Synthetic
8/3/2026 17:28:46,"Yes, I agree to participate.",20-22,Female,Kathmandu University,MBBS,3rd Year,3.5–4.0,More than 6 hours,81–90%,2,1-2,7–8,1–2 hours,5–6 days/week,Yes,6–8 hours,4,4,2,1,2,3,5,2,5,4,1,2,4,"Balancing part-time job and classes, I don't get enough time to study",Sometimes,2,5,Synthetic
8/3/2026 18:33:57,"Yes, I agree to participate.",17-19,Male,Other,BDS,2nd Year,3.0–3.49,3–4,71–80%,1,1-2,More than 8,3–4 hours,5–6 days/week,No,6–8 hours,1,5,2,1,2,3,5,1,4,5,1,1,4,Not able to focus because of phone,Never,2,4,Synthetic
8/3/2026 19:06:31,"Yes, I agree to participate.",23-25,Male,Purbanchal University,BCA,4th Year,2.0–2.49,1–2,Below 60%,2,1-2,7–8,3–4 hours,3–4 days/week,No,More than 8 hours,2,4,2,2,2,5,5,1,5,5,1,3,4,"Career, jobs are very limited in Nepal",Never,4,4,Synthetic
8/3/2026 23:11:14,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BBS,4th Year,2.0–2.49,Less than 1,60–70%,5,3-4,Less than 5,3–4 hours,1–2 days/week,No,3–5 hours,3,2,4,5,5,2,1,5,3,2,5,5,1,Family pressure,Very Often,4,4,Synthetic
8/3/2026 23:29:40,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BSc CSIT,4th Year,3.5–4.0,3–4,Above 90%,1,1-2,More than 8,3–4 hours,1–2 days/week,Yes,6–8 hours,5,2,3,2,2,3,4,2,4,3,1,3,5,"Career, jobs are very limited in Nepal",Sometimes,2,5,Synthetic
8/4/2026 0:30:58,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,MBBS,3rd Year,2.5–2.99,1–2,71–80%,3,3-4,5–6,3–4 hours,5–6 days/week,No,More than 8 hours,1,5,2,2,1,4,4,1,5,5,2,1,4,Result delays and session delays in university,Rarely,3,5,Synthetic
8/4/2026 1:09:24,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BSc Nursing,2nd Year,3.5–4.0,5–6,60–70%,3,3-4,5–6,3–4 hours,1–2 days/week,No,6–8 hours,4,2,5,3,4,2,3,4,2,1,5,4,2,Deadlines,Very Often,2,4,Synthetic
8/4/2026 1:28:49,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BSc CSIT,3rd Year,3.5–4.0,3–4,Above 90%,2,3-4,5–6,3–4 hours,Never,Yes,More than 8 hours,3,3,1,1,2,5,4,2,4,5,3,2,4,Assignment ,Never,3,4,Synthetic
8/4/2026 3:17:26,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,Law(LLB),5th Year,3.5–4.0,3–4,81–90%,4,1-2,7–8,5–6 hours,Never,No,More than 8 hours,3,4,5,5,4,1,3,4,2,1,5,5,3,"Future, assignments because multiple deadlines occur at the same time",Sometimes,3,3,Synthetic
8/4/2026 4:02:11,"Yes, I agree to participate.",17-19,Prefer not to say,Pokhara University,BHM,1st Year,Not Available Yet,1–2,60–70%,4,More than 6,7–8,3–4 hours,5–6 days/week,Yes,More than 8 hours,4,4,2,2,3,4,4,3,3,3,2,1,2,Financial pressure because my family struggles to pay tuition,Rarely,3,3,Synthetic
8/4/2026 7:10:28,"Yes, I agree to participate.",Above 25,Female,Purbanchal University,BCA,4th Year,Not Available Yet,Less than 1,60–70%,2,More than 6,7–8,3–4 hours,1–2 days/week,No,6–8 hours,2,4,3,3,2,3,5,1,3,4,3,2,3,"Internal assessments and assignments piling up together, unsure about future after graduation",Rarely,3,3,Synthetic
8/4/2026 14:28:53,"Yes, I agree to participate.",23-25,Female,Other,MBBS,4th Year,3.5–4.0,3–4,Above 90%,2,3-4,5–6,3–4 hours,1–2 days/week,Yes,6–8 hours,3,3,2,2,1,3,3,2,4,4,2,1,5,"Balancing money and education, future",Sometimes,5,4,Synthetic
8/4/2026 14:35:46,"Yes, I agree to participate.",20-22,Prefer not to say,Pokhara University,BHM,4th Year,2.5–2.99,3–4,60–70%,5,3-4,5–6,3–4 hours,5–6 days/week,No,More than 8 hours,5,4,5,4,4,1,2,4,2,2,5,4,1,Frustration ,Often,4,4,Synthetic
8/4/2026 18:59:44,"Yes, I agree to participate.",23-25,Female,Madhyapaschim University,BCA,4th Year,3.5–4.0,3–4,71–80%,1,1-2,5–6,3–4 hours,Daily,Yes,6–8 hours,3,2,2,2,2,5,5,1,5,5,1,2,3,Not able to focus because of phone,Never,5,3,Synthetic
8/4/2026 22:20:29,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BBS,3rd Year,3.5–4.0,3–4,81–90%,4,3-4,5–6,Less than 1 hour,1–2 days/week,Yes,6–8 hours,4,4,3,3,3,3,4,3,2,3,3,1,3,Project submission deadlines clashing with exams,Often,3,4,Synthetic
8/4/2026 23:03:11,"Yes, I agree to participate.",23-25,Male,Sudurpaschim University,BSc CSIT,3rd Year,3.0–3.49,5–6,60–70%,2,3-4,Less than 5,3–4 hours,Never,Yes,More than 8 hours,3,2,4,3,3,1,2,4,2,1,3,3,1,Money,Sometimes,3,4,Synthetic
8/5/2026 2:14:10,"Yes, I agree to participate.",20-22,Male,Kathmandu University,BDS,3rd Year,3.5–4.0,More than 6 hours,Above 90%,4,3-4,5–6,More than 6 hours,3–4 days/week,No,More than 8 hours,4,2,5,4,5,1,1,5,1,2,4,5,1,Lack of discipline and too much screen time,Often,2,3,Synthetic
8/5/2026 2:57:19,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,MBBS,4th Year,3.5–4.0,5–6,71–80%,3,5-6,5–6,3–4 hours,1–2 days/week,No,6–8 hours,3,2,4,4,3,2,3,2,3,3,4,3,3,Future career concerns because I am unsure about job opportunities,Often,3,3,Synthetic
8/5/2026 3:05:18,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BSc CSIT,4th Year,3.0–3.49,3–4,Above 90%,2,5-6,More than 8,3–4 hours,3–4 days/week,Yes,6–8 hours,3,5,1,1,2,5,4,1,4,5,1,2,4,Tuition fees and hostel expenses,Rarely,2,4,Synthetic
8/5/2026 5:28:54,"Yes, I agree to participate.",20-22,Female,Other,BSc Nursing,2nd Year,3.0–3.49,Less than 1,71–80%,2,3-4,7–8,3–4 hours,Never,No,3–5 hours,5,5,3,2,3,3,3,2,3,3,2,3,3,Frustration ,Sometimes,3,4,Synthetic
8/5/2026 7:25:46,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,Law(LLB),2nd Year,2.5–2.99,1–2,81–90%,4,5-6,5–6,3–4 hours,1–2 days/week,No,More than 8 hours,2,2,4,4,4,2,3,3,3,3,4,3,2,"Deadlines, unfair grading in internal marks",Sometimes,4,3,Synthetic
8/5/2026 11:28:12,"Yes, I agree to participate.",20-22,Female,Kathmandu University,MBBS,3rd Year,3.0–3.49,5–6,71–80%,5,5-6,Less than 5,5–6 hours,1–2 days/week,No,6–8 hours,5,2,4,5,5,1,3,5,2,2,4,4,1,Board exams,Very Often,4,2,Synthetic
8/5/2026 14:11:12,"Yes, I agree to participate.",17-19,Female,Sudurpaschim University,BCA,2nd Year,3.5–4.0,3–4,71–80%,3,3-4,5–6,Less than 1 hour,1–2 days/week,Yes,Less than 3 hours,3,2,3,3,3,3,2,4,3,1,3,3,4,Career,Rarely,4,5,Synthetic
8/5/2026 15:15:11,"Yes, I agree to participate.",20-22,Female,Other,BDS,2nd Year,2.5–2.99,3–4,60–70%,5,3-4,Less than 5,5–6 hours,1–2 days/week,No,6–8 hours,4,1,5,4,5,2,1,4,2,1,5,5,1,Frequent internal exams and practicals,Often,5,3,Synthetic
8/5/2026 19:29:48,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,Law(LLB),4th Year,3.5–4.0,3–4,Above 90%,2,3-4,5–6,3–4 hours,3–4 days/week,No,6–8 hours,3,3,2,2,1,4,3,3,4,4,2,2,3,Not able to focus because of phone,Rarely,4,4,Synthetic
8/5/2026 21:50:13,"Yes, I agree to participate.",23-25,Female,Other,MBBS,4th Year,3.0–3.49,1–2,Above 90%,3,More than 6,5–6,5–6 hours,1–2 days/week,No,More than 8 hours,2,5,2,2,1,4,3,3,3,4,2,1,4,Unfair grading in internal marks,Rarely,3,4,Synthetic
8/6/2026 2:10:34,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BCA,3rd Year,2.0–2.49,5–6,71–80%,4,3-4,Less than 5,More than 6 hours,Never,No,More than 8 hours,4,2,4,4,4,1,2,5,2,2,5,4,2,Yes,Very Often,5,1,Synthetic
8/6/2026 2:20:57,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BSc CSIT,3rd Year,2.0–2.49,Less than 1,60–70%,4,3-4,Less than 5,1–2 hours,Never,Yes,3–5 hours,4,2,4,4,4,3,2,5,1,2,4,4,3,Future career concerns because I am unsure about job opportunities,Sometimes,5,3,Synthetic
8/6/2026 2:42:14,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BCA,1st Year,Not Available Yet,1–2,60–70%,1,5-6,7–8,3–4 hours,3–4 days/week,Yes,6–8 hours,3,3,1,2,2,4,4,2,4,4,2,2,3,Tuition fees and hostel expenses,Rarely,2,3,Synthetic
8/6/2026 5:29:44,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BCA,1st Year,2.5–2.99,1–2,60–70%,3,More than 6,5–6,3–4 hours,1–2 days/week,Yes,6–8 hours,3,2,3,4,5,3,3,3,3,3,3,3,3,Time management,Often,4,2,Synthetic
8/6/2026 6:15:51,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BCA,3rd Year,3.5–4.0,More than 6 hours,81–90%,3,1-2,7–8,1–2 hours,1–2 days/week,Yes,More than 8 hours,4,3,2,3,3,4,3,2,4,3,3,2,4,Board exams,Rarely,3,4,Synthetic
8/6/2026 22:31:37,"Yes, I agree to participate.",20-22,Female,Pokhara University,BHM,4th Year,3.5–4.0,3–4,81–90%,1,3-4,5–6,Less than 1 hour,1–2 days/week,Yes,6–8 hours,2,2,3,2,3,3,4,2,4,4,2,2,4,Tuition fees and hostel expenses,Rarely,4,5,Synthetic
8/6/2026 23:52:45,"Yes, I agree to participate.",23-25,Prefer not to say,Tribhuvan University,BHM,4th Year,2.5–2.99,Less than 1,Below 60%,2,5-6,More than 8,1–2 hours,3–4 days/week,Yes,Less than 3 hours,3,2,2,2,1,4,5,1,4,4,1,2,4,Future career concerns because I am unsure about job opportunities,Sometimes,2,4,Synthetic
8/7/2026 0:04:22,"Yes, I agree to participate.",23-25,Prefer not to say,Tribhuvan University,BDS,5th Year,3.5–4.0,3–4,81–90%,1,5-6,5–6,1–2 hours,1–2 days/week,Yes,3–5 hours,3,3,1,2,1,5,4,1,4,4,1,2,5,Frequent internal exams and practicals,Never,3,4,Synthetic
