age,gender,university,program,year,cgpa,study_hours,attendance,assignment_stress,exam_count,sleep_hours,social_media,physical_activity,part_time_job,screen_time,financial_stress,social_support,stress_q1,stress_q2,stress_q3,stress_q4,stress_q5,stress_q6,stress_q7,stress_q8,stress_q9,stress_q10,academic_life_satisfaction,biggest_stress_reason,thought_break,career_stress,academic_performance,stress_q4_rev,stress_q5_rev,stress_q7_rev,stress_q8_rev,stress_score,stress_level
17-19,Female,Tribhuvan University,BCA,2nd Year,2.0–2.49,Less than 1,Below 60%,4,5-6,7–8,1–2 hours,1–2 days/week,Yes,6–8 hours,5,2,5,5,4,2,1,5,1,2,5,5,2,Project submission deadlines clashing with exams,Often,5,1,4,5,5,4,47,High
23-25,Female,Purbanchal University,BSc Nursing,4th Year,2.0–2.49,1–2,71–80%,4,3-4,5–6,3–4 hours,3–4 days/week,No,6–8 hours,2,1,3,3,4,1,2,4,4,3,4,4,3,Future career,Rarely,5,3,5,4,2,3,36,Moderate
23-25,Prefer not to say,Kathmandu University,MBBS,3rd Year,Not Available Yet,More than 6 hours,81–90%,2,5-6,5–6,3–4 hours,3–4 days/week,Yes,6–8 hours,5,3,2,2,1,4,4,1,4,4,1,1,3,"Balancing part-time job and classes, I don't get enough time to study",Rarely,3,2,2,2,2,2,16,Low
20-22,Male,Tribhuvan University,BBS,2nd Year,3.0–3.49,5–6,71–80%,2,More than 6,More than 8,5–6 hours,1–2 days/week,No,More than 8 hours,1,4,2,1,2,5,3,2,4,4,2,3,4,"TU exam pattern, everything depends on final exam",Rarely,2,4,1,3,2,2,20,Low
23-25,Prefer not to say,Other,MBBS,4th Year,3.0–3.49,3–4,81–90%,2,3-4,7–8,Less than 1 hour,Daily,No,Less than 3 hours,1,5,1,2,1,4,5,2,5,5,1,2,3,Semester project with weak team members,Never,3,4,2,1,1,1,14,Low
23-25,Female,Pokhara University,BHM,4th Year,2.5–2.99,1–2,60–70%,4,3-4,7–8,1–2 hours,1–2 days/week,No,3–5 hours,4,3,2,3,3,3,3,3,4,4,3,2,3,"Procrastination, future",Sometimes,4,3,3,3,2,2,26,Moderate
23-25,Female,Pokhara University,BHM,3rd Year,2.5–2.99,Less than 1,71–80%,2,1-2,5–6,3–4 hours,Never,Yes,6–8 hours,1,3,2,3,3,3,4,1,4,4,1,2,4,Future career,Sometimes,4,4,3,2,2,2,21,Low
20-22,Female,Tribhuvan University,BSc Nursing,3rd Year,3.5–4.0,Less than 1,81–90%,2,More than 6,7–8,1–2 hours,3–4 days/week,No,6–8 hours,2,4,1,3,2,3,4,3,3,4,2,2,5,Ok,Sometimes,2,5,3,2,3,2,23,Low
17-19,Female,Tribhuvan University,BSc Nursing,2nd Year,3.5–4.0,3–4,81–90%,3,3-4,5–6,1–2 hours,Daily,No,Less than 3 hours,3,4,2,2,2,5,3,2,4,5,1,2,4,Pressure to go abroad after graduation,Rarely,3,5,1,3,2,1,18,Low
23-25,Female,Pokhara University,BHM,4th Year,3.5–4.0,5–6,71–80%,4,1-2,5–6,3–4 hours,5–6 days/week,Yes,6–8 hours,4,1,5,4,5,1,2,4,3,2,4,4,2,Working part time and studying at the same time,Rarely,2,3,5,4,3,4,42,High
23-25,Female,Madhyapaschim University,BCA,4th Year,2.5–2.99,1–2,81–90%,4,5-6,5–6,Less than 1 hour,Never,Yes,3–5 hours,5,2,5,5,4,2,3,4,4,1,4,3,2,Ok,Often,4,2,4,3,2,5,39,High
20-22,Male,Tribhuvan University,BDS,2nd Year,Not Available Yet,3–4,71–80%,3,3-4,5–6,1–2 hours,1–2 days/week,No,More than 8 hours,3,4,4,3,3,4,3,3,3,1,3,3,4,Board exams,Sometimes,2,2,2,3,3,5,32,Moderate
20-22,Male,Tribhuvan University,BSc CSIT,1st Year,3.0–3.49,Less than 1,81–90%,2,1-2,More than 8,5–6 hours,3–4 days/week,No,More than 8 hours,3,4,1,2,2,3,4,4,4,5,1,1,4,Job market is competitive and many seniors are still unemployed,Rarely,1,4,3,2,2,1,19,Low
20-22,Female,Tribhuvan University,BDS,4th Year,3.0–3.49,5–6,60–70%,5,5-6,Less than 5,3–4 hours,1–2 days/week,Yes,6–8 hours,3,2,4,4,4,3,2,5,1,2,5,4,2,Deadlines,Sometimes,3,5,3,4,5,4,42,High
23-25,Male,Purbanchal University,BCA,4th Year,2.0–2.49,1–2,81–90%,1,5-6,5–6,Less than 1 hour,3–4 days/week,Yes,Less than 3 hours,3,5,2,2,2,5,5,1,4,3,1,2,2,Working part time and studying at the same time,Rarely,2,3,1,1,2,3,17,Low
20-22,Male,Sudurpaschim University,BSc CSIT,3rd Year,2.5–2.99,Less than 1,71–80%,3,3-4,5–6,1–2 hours,Never,Yes,6–8 hours,3,4,2,2,2,4,4,3,4,5,2,1,4,Pressure to go abroad after graduation,Rarely,2,4,2,2,2,1,19,Low
23-25,Female,Other,BDS,3rd Year,3.5–4.0,1–2,Above 90%,2,More than 6,7–8,3–4 hours,3–4 days/week,No,More than 8 hours,3,3,3,2,2,2,3,3,4,3,3,3,4,Future ,Never,3,3,4,3,2,3,28,Moderate
20-22,Male,Tribhuvan University,BSc CSIT,2nd Year,3.0–3.49,Less than 1,71–80%,3,1-2,More than 8,Less than 1 hour,3–4 days/week,No,3–5 hours,1,5,3,3,2,4,4,3,2,4,2,2,3,Maybe,Never,3,4,2,2,4,2,25,Moderate
20-22,Female,Pokhara University,BE/B.Tech,4th Year,2.5–2.99,1–2,71–80%,3,3-4,5–6,3–4 hours,3–4 days/week,Yes,6–8 hours,2,2,2,4,2,3,2,2,2,4,2,3,5,"Exams, because the whole year's result depends on the final board exam",Rarely,2,3,3,4,4,2,28,Moderate
23-25,Male,Tribhuvan University,BE/B.Tech,4th Year,3.5–4.0,3–4,81–90%,4,More than 6,Less than 5,5–6 hours,3–4 days/week,Yes,More than 8 hours,4,3,2,3,2,3,3,4,3,3,3,3,3,Unfair grading in internal marks,Sometimes,5,5,3,3,3,3,29,Moderate
17-19,Male,Tribhuvan University,BCA,1st Year,3.5–4.0,5–6,71–80%,4,5-6,5–6,3–4 hours,Never,Yes,More than 8 hours,5,3,4,3,3,1,2,4,2,2,5,4,2,Unsure about future after graduation,Often,4,3,5,4,4,4,40,High
20-22,Female,Tribhuvan University,Agriculture,1st Year,Not Available Yet,Less than 1,81–90%,3,1-2,More than 8,3–4 hours,1–2 days/week,Yes,6–8 hours,2,3,4,2,4,3,5,2,4,4,3,3,3,Multiple assignments ,Often,3,2,3,1,2,2,26,Moderate
20-22,Male,Pokhara University,BHM,4th Year,Below 2.0,1–2,60–70%,1,1-2,7–8,3–4 hours,Never,Yes,3–5 hours,1,3,3,4,3,3,2,4,2,1,3,5,2,Financial ,Very Often,2,2,3,4,4,5,38,High
20-22,Male,Rajarshi Janak University,Agriculture,1st Year,3.0–3.49,1–2,81–90%,2,3-4,7–8,3–4 hours,Never,No,6–8 hours,2,4,2,2,1,5,3,2,4,5,1,2,5,Assignments because multiple deadlines occur at the same time,Rarely,4,4,1,3,2,1,17,Low
23-25,Male,Agriculture and Forestry University,Agriculture,4th Year,2.5–2.99,3–4,Below 60%,5,5-6,5–6,5–6 hours,Never,Yes,More than 8 hours,4,2,4,5,5,2,2,4,1,2,3,4,3,Pressure to go abroad after graduation,Very Often,5,3,4,4,5,4,42,High
Above 25,Male,Tribhuvan University,BSc CSIT,4th Year,2.5–2.99,Less than 1,81–90%,1,1-2,7–8,1–2 hours,Daily,Yes,6–8 hours,1,4,1,1,2,5,5,1,3,4,2,2,4,Job ,Never,2,4,1,1,3,2,16,Low
23-25,Male,Tribhuvan University,Agriculture,4th Year,3.5–4.0,3–4,60–70%,3,5-6,5–6,1–2 hours,Never,Yes,6–8 hours,3,3,3,3,2,4,4,3,4,1,2,2,2,"Project submission deadlines clashing with exams, outdated syllabus and theory heavy teaching",Often,3,5,2,2,2,5,26,Moderate
Above 25,Female,Kathmandu University,MBBS,3rd Year,3.0–3.49,3–4,71–80%,2,1-2,5–6,5–6 hours,3–4 days/week,No,6–8 hours,2,5,3,3,3,3,4,3,3,3,1,2,3,Pressure to go abroad after graduation,Sometimes,3,4,3,2,3,3,26,Moderate
20-22,Male,Tribhuvan University,BSc CSIT,3rd Year,2.5–2.99,Less than 1,Below 60%,2,5-6,5–6,1–2 hours,5–6 days/week,Yes,3–5 hours,4,5,2,1,1,5,4,3,5,4,1,2,5,Unfair grading in internal marks,Never,2,3,1,2,1,2,16,Low
Above 25,Male,Kathmandu University,BDS,4th Year,3.0–3.49,5–6,71–80%,3,More than 6,7–8,3–4 hours,1–2 days/week,No,More than 8 hours,2,4,3,3,2,2,3,5,3,3,3,4,5,Board exams,Very Often,4,4,4,3,3,3,33,Moderate
20-22,Female,Kathmandu University,MBBS,3rd Year,3.5–4.0,More than 6 hours,81–90%,2,1-2,7–8,1–2 hours,5–6 days/week,Yes,6–8 hours,4,4,2,1,2,3,5,2,5,4,1,2,4,"Balancing part-time job and classes, I don't get enough time to study",Sometimes,2,5,3,1,1,2,17,Low
17-19,Male,Other,BDS,2nd Year,3.0–3.49,3–4,71–80%,1,1-2,More than 8,3–4 hours,5–6 days/week,No,6–8 hours,1,5,2,1,2,3,5,1,4,5,1,1,4,Not able to focus because of phone,Never,2,4,3,1,2,1,15,Low
23-25,Male,Purbanchal University,BCA,4th Year,2.0–2.49,1–2,Below 60%,2,1-2,7–8,3–4 hours,3–4 days/week,No,More than 8 hours,2,4,2,2,2,5,5,1,5,5,1,3,4,"Career, jobs are very limited in Nepal",Never,4,4,1,1,1,1,15,Low
20-22,Female,Tribhuvan University,BBS,4th Year,2.0–2.49,Less than 1,60–70%,5,3-4,Less than 5,3–4 hours,1–2 days/week,No,3–5 hours,3,2,4,5,5,2,1,5,3,2,5,5,1,Family pressure,Very Often,4,4,4,5,3,4,45,High
23-25,Female,Tribhuvan University,BSc CSIT,4th Year,3.5–4.0,3–4,Above 90%,1,1-2,More than 8,3–4 hours,1–2 days/week,Yes,6–8 hours,5,2,3,2,2,3,4,2,4,3,1,3,5,"Career, jobs are very limited in Nepal",Sometimes,2,5,3,2,2,3,23,Low
23-25,Male,Tribhuvan University,MBBS,3rd Year,2.5–2.99,1–2,71–80%,3,3-4,5–6,3–4 hours,5–6 days/week,No,More than 8 hours,1,5,2,2,1,4,4,1,5,5,2,1,4,Result delays and session delays in university,Rarely,3,5,2,2,1,1,15,Low
20-22,Male,Tribhuvan University,BSc Nursing,2nd Year,3.5–4.0,5–6,60–70%,3,3-4,5–6,3–4 hours,1–2 days/week,No,6–8 hours,4,2,5,3,4,2,3,4,2,1,5,4,2,Deadlines,Very Often,2,4,4,3,4,5,41,High
20-22,Female,Tribhuvan University,BSc CSIT,3rd Year,3.5–4.0,3–4,Above 90%,2,3-4,5–6,3–4 hours,Never,Yes,More than 8 hours,3,3,1,1,2,5,4,2,4,5,3,2,4,Assignment ,Never,3,4,1,2,2,1,17,Low
23-25,Female,Tribhuvan University,Law(LLB),5th Year,3.5–4.0,3–4,81–90%,4,1-2,7–8,5–6 hours,Never,No,More than 8 hours,3,4,5,5,4,1,3,4,2,1,5,5,3,"Future, assignments because multiple deadlines occur at the same time",Sometimes,3,3,5,3,4,5,45,High
17-19,Prefer not to say,Pokhara University,BHM,1st Year,Not Available Yet,1–2,60–70%,4,More than 6,7–8,3–4 hours,5–6 days/week,Yes,More than 8 hours,4,4,2,2,3,4,4,3,3,3,2,1,2,Financial pressure because my family struggles to pay tuition,Rarely,3,3,2,2,3,3,23,Low
Above 25,Female,Purbanchal University,BCA,4th Year,Not Available Yet,Less than 1,60–70%,2,More than 6,7–8,3–4 hours,1–2 days/week,No,6–8 hours,2,4,3,3,2,3,5,1,3,4,3,2,3,"Internal assessments and assignments piling up together, unsure about future after graduation",Rarely,3,3,3,1,3,2,23,Low
23-25,Female,Other,MBBS,4th Year,3.5–4.0,3–4,Above 90%,2,3-4,5–6,3–4 hours,1–2 days/week,Yes,6–8 hours,3,3,2,2,1,3,3,2,4,4,2,1,5,"Balancing money and education, future",Sometimes,5,4,3,3,2,2,20,Low
20-22,Prefer not to say,Pokhara University,BHM,4th Year,2.5–2.99,3–4,60–70%,5,3-4,5–6,3–4 hours,5–6 days/week,No,More than 8 hours,5,4,5,4,4,1,2,4,2,2,5,4,1,Frustration ,Often,4,4,5,4,4,4,43,High
23-25,Female,Madhyapaschim University,BCA,4th Year,3.5–4.0,3–4,71–80%,1,1-2,5–6,3–4 hours,Daily,Yes,6–8 hours,3,2,2,2,2,5,5,1,5,5,1,2,3,Not able to focus because of phone,Never,5,3,1,1,1,1,14,Low
20-22,Female,Tribhuvan University,BBS,3rd Year,3.5–4.0,3–4,81–90%,4,3-4,5–6,Less than 1 hour,1–2 days/week,Yes,6–8 hours,4,4,3,3,3,3,4,3,2,3,3,1,3,Project submission deadlines clashing with exams,Often,3,4,3,2,4,3,28,Moderate
23-25,Male,Sudurpaschim University,BSc CSIT,3rd Year,3.0–3.49,5–6,60–70%,2,3-4,Less than 5,3–4 hours,Never,Yes,More than 8 hours,3,2,4,3,3,1,2,4,2,1,3,3,1,Money,Sometimes,3,4,5,4,4,5,38,High
20-22,Male,Kathmandu University,BDS,3rd Year,3.5–4.0,More than 6 hours,Above 90%,4,3-4,5–6,More than 6 hours,3–4 days/week,No,More than 8 hours,4,2,5,4,5,1,1,5,1,2,4,5,1,Lack of discipline and too much screen time,Often,2,3,5,5,5,4,47,High
20-22,Male,Tribhuvan University,MBBS,4th Year,3.5–4.0,5–6,71–80%,3,5-6,5–6,3–4 hours,1–2 days/week,No,6–8 hours,3,2,4,4,3,2,3,2,3,3,4,3,3,Future career concerns because I am unsure about job opportunities,Often,3,3,4,3,3,3,33,Moderate
20-22,Female,Tribhuvan University,BSc CSIT,4th Year,3.0–3.49,3–4,Above 90%,2,5-6,More than 8,3–4 hours,3–4 days/week,Yes,6–8 hours,3,5,1,1,2,5,4,1,4,5,1,2,4,Tuition fees and hostel expenses,Rarely,2,4,1,2,2,1,14,Low
20-22,Female,Other,BSc Nursing,2nd Year,3.0–3.49,Less than 1,71–80%,2,3-4,7–8,3–4 hours,Never,No,3–5 hours,5,5,3,2,3,3,3,2,3,3,2,3,3,Frustration ,Sometimes,3,4,3,3,3,3,27,Moderate
23-25,Male,Tribhuvan University,Law(LLB),2nd Year,2.5–2.99,1–2,81–90%,4,5-6,5–6,3–4 hours,1–2 days/week,No,More than 8 hours,2,2,4,4,4,2,3,3,3,3,4,3,2,"Deadlines, unfair grading in internal marks",Sometimes,4,3,4,3,3,3,35,Moderate
20-22,Female,Kathmandu University,MBBS,3rd Year,3.0–3.49,5–6,71–80%,5,5-6,Less than 5,5–6 hours,1–2 days/week,No,6–8 hours,5,2,4,5,5,1,3,5,2,2,4,4,1,Board exams,Very Often,4,2,5,3,4,4,43,High
17-19,Female,Sudurpaschim University,BCA,2nd Year,3.5–4.0,3–4,71–80%,3,3-4,5–6,Less than 1 hour,1–2 days/week,Yes,Less than 3 hours,3,2,3,3,3,3,2,4,3,1,3,3,4,Career,Rarely,4,5,3,4,3,5,34,Moderate
20-22,Female,Other,BDS,2nd Year,2.5–2.99,3–4,60–70%,5,3-4,Less than 5,5–6 hours,1–2 days/week,No,6–8 hours,4,1,5,4,5,2,1,4,2,1,5,5,1,Frequent internal exams and practicals,Often,5,3,4,5,4,5,46,High
20-22,Female,Tribhuvan University,Law(LLB),4th Year,3.5–4.0,3–4,Above 90%,2,3-4,5–6,3–4 hours,3–4 days/week,No,6–8 hours,3,3,2,2,1,4,3,3,4,4,2,2,3,Not able to focus because of phone,Rarely,4,4,2,3,2,2,21,Low
23-25,Female,Other,MBBS,4th Year,3.0–3.49,1–2,Above 90%,3,More than 6,5–6,5–6 hours,1–2 days/week,No,More than 8 hours,2,5,2,2,1,4,3,3,3,4,2,1,4,Unfair grading in internal marks,Rarely,3,4,2,3,3,2,21,Low
20-22,Female,Tribhuvan University,BCA,3rd Year,2.0–2.49,5–6,71–80%,4,3-4,Less than 5,More than 6 hours,Never,No,More than 8 hours,4,2,4,4,4,1,2,5,2,2,5,4,2,Yes,Very Often,5,1,5,4,4,4,43,High
20-22,Female,Tribhuvan University,BSc CSIT,3rd Year,2.0–2.49,Less than 1,60–70%,4,3-4,Less than 5,1–2 hours,Never,Yes,3–5 hours,4,2,4,4,4,3,2,5,1,2,4,4,3,Future career concerns because I am unsure about job opportunities,Sometimes,5,3,3,4,5,4,41,High
20-22,Male,Tribhuvan University,BCA,1st Year,Not Available Yet,1–2,60–70%,1,5-6,7–8,3–4 hours,3–4 days/week,Yes,6–8 hours,3,3,1,2,2,4,4,2,4,4,2,2,3,Tuition fees and hostel expenses,Rarely,2,3,2,2,2,2,19,Low
20-22,Female,Tribhuvan University,BCA,1st Year,2.5–2.99,1–2,60–70%,3,More than 6,5–6,3–4 hours,1–2 days/week,Yes,6–8 hours,3,2,3,4,5,3,3,3,3,3,3,3,3,Time management,Often,4,2,3,3,3,3,33,Moderate
20-22,Male,Tribhuvan University,BCA,3rd Year,3.5–4.0,More than 6 hours,81–90%,3,1-2,7–8,1–2 hours,1–2 days/week,Yes,More than 8 hours,4,3,2,3,3,4,3,2,4,3,3,2,4,Board exams,Rarely,3,4,2,3,2,3,25,Moderate
20-22,Female,Pokhara University,BHM,4th Year,3.5–4.0,3–4,81–90%,1,3-4,5–6,Less than 1 hour,1–2 days/week,Yes,6–8 hours,2,2,3,2,3,3,4,2,4,4,2,2,4,Tuition fees and hostel expenses,Rarely,4,5,3,2,2,2,23,Low
23-25,Prefer not to say,Tribhuvan University,BHM,4th Year,2.5–2.99,Less than 1,Below 60%,2,5-6,More than 8,1–2 hours,3–4 days/week,Yes,Less than 3 hours,3,2,2,2,1,4,5,1,4,4,1,2,4,Future career concerns because I am unsure about job opportunities,Sometimes,2,4,2,1,2,2,16,Low
23-25,Prefer not to say,Tribhuvan University,BDS,5th Year,3.5–4.0,3–4,81–90%,1,5-6,5–6,1–2 hours,1–2 days/week,Yes,3–5 hours,3,3,1,2,1,5,4,1,4,4,1,2,5,Frequent internal exams and practicals,Never,3,4,1,2,2,2,15,Low
17-19,Female,Purbanchal University,BSc Nursing,2nd Year,2.5–2.99,1–2,60–70%,2,3-4,7–8,3–4 hours,Never,Yes,6–8 hours,4,5,3,2,4,4,2,2,3,3,2,3,3,Not able to focus because of phone,Never,4,5,2,4,3,3,28,Moderate
20-22,Female,Rajarshi Janak University,BSc CSIT,1st Year,3.5–4.0,5–6,71–80%,4,3-4,Less than 5,3–4 hours,1–2 days/week,No,More than 8 hours,3,2,4,4,4,2,1,2,3,2,4,4,4,Job market is competitive and many seniors are still unemployed,Very Often,4,4,4,5,3,4,38,High
20-22,Female,Tribhuvan University,BHM,3rd Year,2.0–2.49,Less than 1,60–70%,3,More than 6,5–6,3–4 hours,1–2 days/week,Yes,More than 8 hours,2,3,1,1,1,5,5,2,5,4,2,2,5,Financial pressure because my family struggles to pay tuition,Rarely,1,3,1,1,1,2,14,Low
20-22,Male,Tribhuvan University,MBBS,3rd Year,3.5–4.0,5–6,71–80%,1,More than 6,7–8,1–2 hours,5–6 days/week,Yes,More than 8 hours,3,4,1,1,2,4,4,1,4,5,2,1,5,Pressure to go abroad after graduation,Rarely,4,5,2,2,2,1,15,Low
20-22,Male,Tribhuvan University,BE/B.Tech,2nd Year,3.5–4.0,3–4,81–90%,2,3-4,Less than 5,5–6 hours,3–4 days/week,Yes,More than 8 hours,3,4,2,1,3,5,4,2,3,3,2,3,4,Assignment ,Rarely,2,4,1,2,3,3,22,Low
20-22,Female,Other,BSc Nursing,3rd Year,3.0–3.49,5–6,Above 90%,3,5-6,7–8,1–2 hours,3–4 days/week,No,6–8 hours,2,3,4,3,4,2,2,4,2,2,3,4,1,Financial ,Sometimes,5,5,4,4,4,4,38,High
20-22,Female,Tribhuvan University,BSc CSIT,3rd Year,3.5–4.0,3–4,Above 90%,3,More than 6,7–8,1–2 hours,5–6 days/week,Yes,6–8 hours,3,3,2,2,2,3,4,2,4,4,2,2,5,Job ,Rarely,2,5,3,2,2,2,21,Low
20-22,Female,Kathmandu University,BDS,5th Year,3.0–3.49,1–2,71–80%,4,More than 6,7–8,5–6 hours,Never,No,More than 8 hours,3,5,5,4,4,1,1,5,2,2,5,5,2,Time management,Very Often,4,3,5,5,4,4,46,High
23-25,Prefer not to say,Tribhuvan University,BCA,4th Year,3.5–4.0,1–2,81–90%,1,More than 6,7–8,3–4 hours,5–6 days/week,Yes,6–8 hours,2,4,3,3,3,4,5,1,4,4,1,3,4,"Future career concerns because I am unsure about job opportunities, balancing part-time job and classes, i don't get enough time to study",Sometimes,2,4,2,1,2,2,21,Low
23-25,Female,Other,BSc Nursing,2nd Year,Below 2.0,3–4,71–80%,4,1-2,5–6,5–6 hours,1–2 days/week,No,6–8 hours,3,3,4,5,4,1,4,4,2,2,4,4,3,Lack of practical classes and resources,Very Often,4,2,5,2,4,4,40,High
20-22,Female,Tribhuvan University,BHM,3rd Year,2.5–2.99,1–2,71–80%,3,1-2,5–6,5–6 hours,3–4 days/week,Yes,6–8 hours,1,5,3,3,4,3,3,4,2,3,3,3,2,Outdated syllabus and theory heavy teaching,Never,3,3,3,3,4,3,33,Moderate
20-22,Female,Kathmandu University,BSc Nursing,1st Year,Not Available Yet,3–4,71–80%,1,5-6,7–8,3–4 hours,1–2 days/week,No,6–8 hours,2,3,3,3,3,3,4,3,3,4,2,3,3,Financial pressure ,Sometimes,4,5,3,2,3,2,27,Moderate
20-22,Female,Pokhara University,BHM,2nd Year,2.5–2.99,3–4,71–80%,4,3-4,Less than 5,More than 6 hours,1–2 days/week,Yes,6–8 hours,5,3,4,5,5,3,1,5,3,1,5,5,1,Multiple assignments ,Often,5,4,3,5,3,5,45,High
20-22,Male,Purbanchal University,BCA,4th Year,3.0–3.49,1–2,60–70%,2,5-6,7–8,5–6 hours,5–6 days/week,Yes,More than 8 hours,2,2,1,2,2,4,4,2,3,5,2,1,5,Too many assignments and lab reports with the same deadline,Never,2,5,2,2,3,1,18,Low
20-22,Female,Other,BDS,2nd Year,3.5–4.0,More than 6 hours,71–80%,1,3-4,7–8,1–2 hours,1–2 days/week,No,More than 8 hours,3,3,3,4,1,3,3,3,4,4,2,2,4,Career,Sometimes,4,5,3,3,2,2,25,Moderate
23-25,Female,Other,BSc Nursing,4th Year,3.5–4.0,3–4,81–90%,4,More than 6,7–8,3–4 hours,3–4 days/week,No,More than 8 hours,3,1,2,3,2,4,3,3,3,2,3,2,4,Exams ,Often,4,5,2,3,3,4,27,Moderate
17-19,Female,Other,BDS,1st Year,Not Available Yet,1–2,71–80%,4,5-6,Less than 5,More than 6 hours,Never,Yes,More than 8 hours,2,3,3,3,3,3,2,3,4,3,4,4,3,Pressure to go abroad after graduation,Sometimes,3,3,3,4,2,3,32,Moderate
23-25,Female,Tribhuvan University,MBBS,4th Year,3.0–3.49,3–4,60–70%,5,1-2,7–8,3–4 hours,1–2 days/week,Yes,More than 8 hours,4,1,4,4,5,2,3,4,4,1,4,4,3,Stress,Often,5,2,4,3,2,5,39,High
20-22,Female,Other,BSc Nursing,4th Year,3.0–3.49,1–2,60–70%,2,3-4,5–6,Less than 1 hour,1–2 days/week,No,Less than 3 hours,2,3,1,2,2,4,3,3,4,3,1,2,5,Unfair grading in internal marks,Rarely,3,5,2,3,2,3,21,Low
17-19,Female,Tribhuvan University,BCA,1st Year,Not Available Yet,1–2,60–70%,4,More than 6,5–6,3–4 hours,5–6 days/week,Yes,6–8 hours,5,2,4,4,4,2,1,3,3,2,5,4,2,Paying semester fees while living in Kathmandu is hard,Often,5,3,4,5,3,4,40,High
23-25,Female,Tribhuvan University,Agriculture,2nd Year,3.5–4.0,1–2,81–90%,2,1-2,5–6,3–4 hours,3–4 days/week,Yes,6–8 hours,3,4,2,3,3,4,3,2,5,3,3,2,3,Time management,Rarely,4,5,2,3,1,3,24,Low
Above 25,Prefer not to say,Tribhuvan University,BSc CSIT,4th Year,3.0–3.49,3–4,81–90%,2,3-4,5–6,3–4 hours,3–4 days/week,No,6–8 hours,3,4,4,4,3,3,2,4,3,1,4,3,3,Frequent internal exams and practicals,Often,5,4,3,4,3,5,37,High
20-22,Female,Tribhuvan University,MBBS,2nd Year,3.0–3.49,1–2,60–70%,2,3-4,More than 8,3–4 hours,1–2 days/week,No,More than 8 hours,1,5,2,2,1,3,4,2,4,4,2,1,4,Assignments because multiple deadlines occur at the same time,Never,2,4,3,2,2,2,19,Low
23-25,Female,Purbanchal University,BCA,3rd Year,3.0–3.49,3–4,81–90%,3,3-4,More than 8,1–2 hours,5–6 days/week,Yes,3–5 hours,4,4,2,1,3,3,5,1,3,4,2,1,3,Job ,Rarely,3,4,3,1,3,2,19,Low
17-19,Female,Sudurpaschim University,BCA,1st Year,Not Available Yet,3–4,60–70%,4,3-4,Less than 5,1–2 hours,3–4 days/week,Yes,6–8 hours,5,3,5,4,5,1,1,4,2,1,5,5,2,Assignment ,Often,4,3,5,5,4,5,47,High
23-25,Female,Kathmandu University,BDS,5th Year,3.5–4.0,5–6,Above 90%,1,3-4,More than 8,3–4 hours,3–4 days/week,No,6–8 hours,4,4,1,2,1,4,5,1,4,4,1,2,5,Money,Rarely,3,5,2,1,2,2,15,Low
17-19,Male,Sudurpaschim University,BBS,2nd Year,2.5–2.99,3–4,71–80%,3,5-6,7–8,Less than 1 hour,3–4 days/week,No,6–8 hours,3,3,2,3,2,3,3,1,3,4,2,2,3,"Procrastination, assignment",Rarely,2,4,3,3,3,2,23,Low
Above 25,Male,Tribhuvan University,Law(LLB),4th Year,2.5–2.99,3–4,81–90%,3,5-6,More than 8,3–4 hours,1–2 days/week,Yes,6–8 hours,3,2,3,4,3,4,3,2,2,3,3,2,3,Tuition fees and hostel expenses,Rarely,5,3,2,3,4,3,29,Moderate
20-22,Male,Rajarshi Janak University,BCA,3rd Year,3.0–3.49,1–2,71–80%,4,3-4,7–8,5–6 hours,1–2 days/week,No,More than 8 hours,3,3,3,4,4,1,2,5,3,1,5,4,1,Frequent internal exams and practicals,Very Often,3,3,5,4,3,5,42,High
23-25,Female,Agriculture and Forestry University,Agriculture,4th Year,3.0–3.49,3–4,71–80%,1,5-6,5–6,3–4 hours,Daily,Yes,6–8 hours,2,4,1,2,2,4,4,1,5,4,2,2,4,Unsure about future after graduation,Rarely,3,5,2,2,1,2,17,Low
20-22,Female,Tribhuvan University,BBS,3rd Year,3.0–3.49,1–2,60–70%,2,1-2,5–6,5–6 hours,3–4 days/week,Yes,More than 8 hours,2,2,3,3,4,3,3,4,3,2,3,4,3,Study management,Very Often,3,5,3,3,3,4,34,Moderate
17-19,Female,Other,BDS,3rd Year,2.5–2.99,1–2,81–90%,3,3-4,5–6,3–4 hours,Never,No,6–8 hours,3,2,5,3,4,1,1,5,1,1,4,5,2,Paying semester fees while living in Kathmandu is hard,Often,4,3,5,5,5,5,46,High
23-25,Female,Tribhuvan University,BSc CSIT,4th Year,Not Available Yet,1–2,71–80%,2,3-4,5–6,5–6 hours,3–4 days/week,No,More than 8 hours,2,3,3,4,3,4,2,3,3,3,4,3,2,Pressure to go abroad after graduation,Often,3,2,2,4,3,3,32,Moderate
20-22,Male,Tribhuvan University,Agriculture,1st Year,3.5–4.0,1–2,Below 60%,2,3-4,Less than 5,3–4 hours,3–4 days/week,No,Less than 3 hours,3,1,2,2,2,4,4,3,4,4,2,3,5,Maybe,Rarely,3,5,2,2,2,2,22,Low
23-25,Male,Other,BDS,4th Year,3.5–4.0,More than 6 hours,Above 90%,2,1-2,5–6,1–2 hours,3–4 days/week,No,6–8 hours,1,4,2,3,2,4,5,2,4,3,2,3,4,Parents compare me with relatives and toppers,Rarely,5,5,2,1,2,3,22,Low
